setname	parent	year	source_file
spinlbrk	0	1990	src/mame/vsystem/pspikes.cpp
spinlbrku	spinlbrk	1990	src/mame/vsystem/pspikes.cpp
spinlbrkj	spinlbrk	1990	src/mame/vsystem/pspikes.cpp
spinlbrkup	spinlbrk	1990	src/mame/vsystem/pspikes.cpp
pspikes	0	1991	src/mame/vsystem/pspikes.cpp
pspikesk	pspikes	1991	src/mame/vsystem/pspikes.cpp
pspikesu	pspikes	1991	src/mame/vsystem/pspikes.cpp
svolly91	pspikes	1991	src/mame/vsystem/pspikes.cpp
pspikesb	pspikes	1991	src/mame/vsystem/pspikes.cpp
pspikesba	pspikes	1991	src/mame/vsystem/pspikes.cpp
spikes91	pspikes	1991	src/mame/vsystem/pspikes.cpp
spikes91b	pspikes	1991	src/mame/vsystem/pspikes.cpp
pspikesc	pspikes	1991	src/mame/vsystem/pspikes.cpp
wbbc97	0	1997	src/mame/vsystem/pspikes.cpp
kickball	0	1998	src/mame/vsystem/pspikes.cpp
karatblz	0	1991	src/mame/vsystem/pspikes.cpp
karatblza	karatblz	1991	src/mame/vsystem/pspikes.cpp
karatblzt	karatblz	1991	src/mame/vsystem/pspikes.cpp
karatblzu	karatblz	1991	src/mame/vsystem/pspikes.cpp
karatblzj	karatblz	1991	src/mame/vsystem/pspikes.cpp
karatblzbl	karatblz	1991	src/mame/vsystem/pspikes.cpp
turbofrc	0	1991	src/mame/vsystem/pspikes.cpp
turbofrco	turbofrc	1991	src/mame/vsystem/pspikes.cpp
turbofrcu	turbofrc	1991	src/mame/vsystem/pspikes.cpp
turbofrcua	turbofrc	1991	src/mame/vsystem/pspikes.cpp
turbofrcj	turbofrc	1991	src/mame/vsystem/pspikes.cpp
aerofgtb	aerofgt	1992	src/mame/vsystem/pspikes.cpp
aerofgtc	aerofgt	1992	src/mame/vsystem/pspikes.cpp
sonicwi	aerofgt	1992	src/mame/vsystem/pspikes.cpp
aerfboot	aerofgt	1992	src/mame/vsystem/pspikes.cpp
aerfboo2	aerofgt	1992	src/mame/vsystem/pspikes.cpp
inufuku	0	1998	src/mame/vsystem/inufuku.cpp
3on3dunk	0	1996	src/mame/vsystem/inufuku.cpp
ojankoc	0	1986	src/mame/vsystem/ojankohs.cpp
ojankocb	ojankoc	1986	src/mame/vsystem/ojankohs.cpp
ojankoca	ojankoc	1986	src/mame/vsystem/ojankohs.cpp
ojankoy	0	1986	src/mame/vsystem/ojankohs.cpp
ojanko2	0	1987	src/mame/vsystem/ojankohs.cpp
ccasino	0	1987	src/mame/vsystem/ojankohs.cpp
ojankohs	0	1988	src/mame/vsystem/ojankohs.cpp
fromanc2	0	1995	src/mame/vsystem/fromanc2.cpp
fromanc2o	fromanc2	1995	src/mame/vsystem/fromanc2.cpp
fromancr	0	1995	src/mame/vsystem/fromanc2.cpp
fromanc4	0	1998	src/mame/vsystem/fromanc2.cpp
nekkyoku	0	1988	src/mame/vsystem/fromance.cpp
idolmj	0	1988	src/mame/vsystem/fromance.cpp
mjnatsu	0	1989	src/mame/vsystem/fromance.cpp
natsuiro	mjnatsu	1989	src/mame/vsystem/fromance.cpp
mfunclub	0	1989	src/mame/vsystem/fromance.cpp
daiyogen	0	1990	src/mame/vsystem/fromance.cpp
nmsengen	0	1991	src/mame/vsystem/fromance.cpp
fromance	0	1991	src/mame/vsystem/fromance.cpp
gstriker	0	1993	src/mame/vsystem/gstriker.cpp
gstrikera	gstriker	1993	src/mame/vsystem/gstriker.cpp
gstrikerj	gstriker	1993	src/mame/vsystem/gstriker.cpp
vgoalsoc	0	1994	src/mame/vsystem/gstriker.cpp
vgoalsoca	vgoalsoc	1994	src/mame/vsystem/gstriker.cpp
twcup94	0	1994	src/mame/vsystem/gstriker.cpp
twcup94a	twcup94	1994	src/mame/vsystem/gstriker.cpp
twcup94b	twcup94	1994	src/mame/vsystem/gstriker.cpp
aerofgt	0	1992	src/mame/vsystem/aerofgt.cpp
crshrace	0	1993	src/mame/vsystem/crshrace.cpp
crshrace2	crshrace	1993	src/mame/vsystem/crshrace.cpp
crshrace2a	crshrace	1993	src/mame/vsystem/crshrace.cpp
pipedrm	0	1990	src/mame/vsystem/pipedrm.cpp
pipedrmu	pipedrm	1990	src/mame/vsystem/pipedrm.cpp
pipedrmj	pipedrm	1990	src/mame/vsystem/pipedrm.cpp
pipedrmt	pipedrm	1990	src/mame/vsystem/pipedrm.cpp
hatris	0	1990	src/mame/vsystem/pipedrm.cpp
hatrisj	hatris	1990	src/mame/vsystem/pipedrm.cpp
hatrisp	hatris	1990	src/mame/vsystem/pipedrm.cpp
f1gp	0	1991	src/mame/vsystem/f1gp.cpp
f1gpa	f1gp	1991	src/mame/vsystem/f1gp.cpp
f1gpb	f1gp	1991	src/mame/vsystem/f1gp.cpp
f1gpbl	f1gp	1991	src/mame/vsystem/f1gp.cpp
f1gp2	0	1992	src/mame/vsystem/f1gp.cpp
pspikesm	pspikes	199?	src/mame/vsystem/pspikes_ms.cpp
welltris	0	1991	src/mame/vsystem/welltris.cpp
welltrisj	welltris	1991	src/mame/vsystem/welltris.cpp
quiz18k	0	1992	src/mame/vsystem/welltris.cpp
suprslam	0	1995	src/mame/vsystem/suprslam.cpp
rabiolep	0	1987	src/mame/vsystem/rpunch.cpp
rpunch	rabiolep	1987	src/mame/vsystem/rpunch.cpp
svolley	0	1989	src/mame/vsystem/rpunch.cpp
svolleyk	svolley	1989	src/mame/vsystem/rpunch.cpp
svolleyu	svolley	1989	src/mame/vsystem/rpunch.cpp
svolleyua	svolley	1989	src/mame/vsystem/rpunch.cpp
svolleybl	svolley	1991	src/mame/vsystem/rpunch.cpp
taotaido	0	1993	src/mame/vsystem/taotaido.cpp
taotaidoa	taotaido	1993	src/mame/vsystem/taotaido.cpp
taotaido3	taotaido	1993	src/mame/vsystem/taotaido.cpp
unkfr004	0	200?	src/mame/novadesitec/novadesitec_fr004.cpp
unkfr004a	unkfr004	200?	src/mame/novadesitec/novadesitec_fr004.cpp
unkfr004b	unkfr004	200?	src/mame/novadesitec/novadesitec_fr004.cpp
unkfr004c	unkfr004	200?	src/mame/novadesitec/novadesitec_fr004.cpp
clrmatch	0	200?	src/mame/novadesitec/novadesitec_fr002.cpp
sportmem	0	200?	src/mame/novadesitec/novadesitec_fr002.cpp
unkfr009	0	200?	src/mame/novadesitec/novadesitec_fr009.cpp
popobear	0	2000	src/mame/bmc/popobear.cpp
qiwang	0	2010	src/mame/bmc/popobear.cpp
magkengo	0	2005	src/mame/bmc/popobear.cpp
magkengou	magkengo	2005	src/mame/bmc/popobear.cpp
bmcbowl	0	1994	src/mame/bmc/bmcbowl.cpp
fengyunh	0	1998	src/mame/bmc/bmcpokr.cpp
shendeng	mjmaglmp	1998	src/mame/bmc/bmcpokr.cpp
fengyunz	0	1998	src/mame/bmc/bmcpokr.cpp
bmcpokr	0	1999	src/mame/bmc/bmcpokr.cpp
mjmaglmp	0	2000	src/mame/bmc/bmcpokr.cpp
xyddzhh	0	2006	src/mame/bmc/bmcpokr.cpp
dbshahb	0	200?	src/mame/bmc/bmcpokr.cpp
koftball	0	1995	src/mame/bmc/koftball.cpp
jxzh	0	1996	src/mame/bmc/koftball.cpp
kaimenhu	0	1996	src/mame/bmc/koftball.cpp
drtomy	0	1993	src/mame/playmark/drtomy.cpp
bigtwin	0	1995	src/mame/playmark/playmark.cpp
bigtwinb	bigtwin	1995	src/mame/playmark/playmark.cpp
bigtwinc	bigtwin	1995	src/mame/playmark/playmark.cpp
wbeachvl	0	1995	src/mame/playmark/playmark.cpp
wbeachvla	wbeachvl	1995	src/mame/playmark/playmark.cpp
wbeachvl2	wbeachvl	1995	src/mame/playmark/playmark.cpp
wbeachvl3	wbeachvl	1995	src/mame/playmark/playmark.cpp
excelsr	0	1996	src/mame/playmark/playmark.cpp
excelsra	excelsr	1996	src/mame/playmark/playmark.cpp
hrdtimes	0	1994	src/mame/playmark/playmark.cpp
hrdtimesa	hrdtimes	1994	src/mame/playmark/playmark.cpp
hotmind	0	1995	src/mame/playmark/playmark.cpp
hotmindc	hotmind	1995	src/mame/playmark/playmark.cpp
luckboomh	luckboom	1996	src/mame/playmark/playmark.cpp
powerbal	0	1994	src/mame/playmark/powerbal.cpp
magicstk	0	1995	src/mame/playmark/powerbal.cpp
hotminda	hotmind	1995	src/mame/playmark/powerbal.cpp
hotmindb	hotmind	1995	src/mame/playmark/powerbal.cpp
atombjt	bjtwin	1993	src/mame/playmark/powerbal.cpp
sderby	0	1996	src/mame/playmark/sderby.cpp
sderbya	sderby	1996	src/mame/playmark/sderby.cpp
spacewin	0	1996	src/mame/playmark/sderby.cpp
shinygld	0	1996	src/mame/playmark/sderby.cpp
croupier	0	1997	src/mame/playmark/sderby.cpp
croupiera	croupier	1997	src/mame/playmark/sderby.cpp
croupierb	croupier	1997	src/mame/playmark/sderby.cpp
luckboom	0	1996	src/mame/playmark/sderby.cpp
magictch	0	1998	src/mame/playmark/sderby.cpp
magictcha	magictch	1998	src/mame/playmark/sderby.cpp
tropfrt	0	1999	src/mame/playmark/sderby.cpp
sslam	0	1993	src/mame/playmark/sslam.cpp
sslama	sslam	1993	src/mame/playmark/sslam.cpp
sslamb	sslam	1993	src/mame/playmark/sslam.cpp
powerbals	powerbal	1994	src/mame/playmark/sslam.cpp
suprball	0	2002	src/mame/amcoe/sfbonus.cpp
sfbonus	0	2003	src/mame/amcoe/sfbonus.cpp
sfbonusd1	sfbonus	2003	src/mame/amcoe/sfbonus.cpp
sfbonusv1	sfbonus	2003	src/mame/amcoe/sfbonus.cpp
sfbonuso	sfbonus	2003	src/mame/amcoe/sfbonus.cpp
sfbonuso2	sfbonus	2003	src/mame/amcoe/sfbonus.cpp
parrot3	0	2004	src/mame/amcoe/sfbonus.cpp
parrot3b1	parrot3	2004	src/mame/amcoe/sfbonus.cpp
parrot3d1	parrot3	2004	src/mame/amcoe/sfbonus.cpp
parrot3v1	parrot3	2004	src/mame/amcoe/sfbonus.cpp
parrot3o	parrot3	2003	src/mame/amcoe/sfbonus.cpp
hldspin1	0	2000	src/mame/amcoe/sfbonus.cpp
hldspin1dt	hldspin1	2000	src/mame/amcoe/sfbonus.cpp
hldspin1vt	hldspin1	2000	src/mame/amcoe/sfbonus.cpp
hldspin1o	hldspin1	2000	src/mame/amcoe/sfbonus.cpp
hldspin2	0	2000	src/mame/amcoe/sfbonus.cpp
hldspin2d1	hldspin2	2000	src/mame/amcoe/sfbonus.cpp
hldspin2v1	hldspin2	2000	src/mame/amcoe/sfbonus.cpp
hldspin2o	hldspin2	2000	src/mame/amcoe/sfbonus.cpp
fcnudge	0	2003	src/mame/amcoe/sfbonus.cpp
fcnudgeo	fcnudge	2003	src/mame/amcoe/sfbonus.cpp
fcnudgeo2	fcnudge	2003	src/mame/amcoe/sfbonus.cpp
fcnudgeo3	fcnudge	2003	src/mame/amcoe/sfbonus.cpp
pickwin	0	2001	src/mame/amcoe/sfbonus.cpp
pickwinb1	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwind1	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwinv1	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwinbt	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwindt	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwinvt	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwino	pickwin	2001	src/mame/amcoe/sfbonus.cpp
pickwino2	pickwin	2001	src/mame/amcoe/sfbonus.cpp
tighook	0	2004	src/mame/amcoe/sfbonus.cpp
tighookc1	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighookd1	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighookv1	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighookc2	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighookd2	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighookv2	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighooko	tighook	2004	src/mame/amcoe/sfbonus.cpp
tighooko2	tighook	2004	src/mame/amcoe/sfbonus.cpp
robadv	0	2004	src/mame/amcoe/sfbonus.cpp
robadvc1	robadv	2004	src/mame/amcoe/sfbonus.cpp
robadvd1	robadv	2004	src/mame/amcoe/sfbonus.cpp
robadvv1	robadv	2004	src/mame/amcoe/sfbonus.cpp
robadvo	robadv	2004	src/mame/amcoe/sfbonus.cpp
robadv2	0	2004	src/mame/amcoe/sfbonus.cpp
robadv2c1	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2d1	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2v1	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2c2	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2d2	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2v2	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2c3	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2d3	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2v3	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2o	robadv2	2004	src/mame/amcoe/sfbonus.cpp
robadv2o2	robadv2	2004	src/mame/amcoe/sfbonus.cpp
pirpok2	0	2003	src/mame/amcoe/sfbonus.cpp
pirpok2b1	pirpok2	2003	src/mame/amcoe/sfbonus.cpp
pirpok2d1	pirpok2	2003	src/mame/amcoe/sfbonus.cpp
pirpok2v1	pirpok2	2003	src/mame/amcoe/sfbonus.cpp
pirpok2o	pirpok2	2003	src/mame/amcoe/sfbonus.cpp
anibonus	0	2003	src/mame/amcoe/sfbonus.cpp
anibonusv1	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusv2	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusb1	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusd1	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusb2	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusd2	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonuso	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonuso2	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonuso3	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusxo	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusxo2	anibonus	2003	src/mame/amcoe/sfbonus.cpp
anibonusxo3	anibonus	2003	src/mame/amcoe/sfbonus.cpp
abnudge	0	2003	src/mame/amcoe/sfbonus.cpp
abnudgeb	abnudge	2003	src/mame/amcoe/sfbonus.cpp
abnudged	abnudge	2003	src/mame/amcoe/sfbonus.cpp
abnudgeo	abnudge	2003	src/mame/amcoe/sfbonus.cpp
dblchal	0	2003	src/mame/amcoe/sfbonus.cpp
dblchalc1	dblchal	2003	src/mame/amcoe/sfbonus.cpp
dblchald1	dblchal	2003	src/mame/amcoe/sfbonus.cpp
dblchalv1	dblchal	2003	src/mame/amcoe/sfbonus.cpp
dblchalo	dblchal	2003	src/mame/amcoe/sfbonus.cpp
anithunt	0	2003	src/mame/amcoe/sfbonus.cpp
anithuntd1	anithunt	2003	src/mame/amcoe/sfbonus.cpp
anithuntv1	anithunt	2003	src/mame/amcoe/sfbonus.cpp
anithunto	anithunt	2003	src/mame/amcoe/sfbonus.cpp
anithunto2	anithunt	2003	src/mame/amcoe/sfbonus.cpp
sfruitb	0	2002	src/mame/amcoe/sfbonus.cpp
sfruitbb1	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbd1	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbv1	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbb2	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbd2	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbv2	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbo	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbo2	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbo3	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbh	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbbh	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbdh	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitbvh	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
sfruitboh	sfruitb	2002	src/mame/amcoe/sfbonus.cpp
fb2gen	0	2004	src/mame/amcoe/sfbonus.cpp
fb2genc1	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2gend1	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2genv1	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2genc2	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2gend2	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2genv2	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2gencq	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2geno	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2geno2	fb2gen	2004	src/mame/amcoe/sfbonus.cpp
fb2nd	0	2004	src/mame/amcoe/sfbonus.cpp
fb2ndd1	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndv1	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndc2	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndd2	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndv2	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndo	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb2ndo1	fb2nd	2004	src/mame/amcoe/sfbonus.cpp
fb4	0	2004	src/mame/amcoe/sfbonus.cpp
fb4c1	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4d1	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4v1	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4exp	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4b2	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4c2	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4d2	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4v2	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4_14	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4o	fb4	2004	src/mame/amcoe/sfbonus.cpp
fb4o2	fb4	2004	src/mame/amcoe/sfbonus.cpp
act2000	0	1999	src/mame/amcoe/sfbonus.cpp
act2000v1	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000d1	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000b1	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000vx	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000dx	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000bx	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000o	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000o2	act2000	1999	src/mame/amcoe/sfbonus.cpp
act2000o3	act2000	1999	src/mame/amcoe/sfbonus.cpp
ch2000	0	2000	src/mame/amcoe/sfbonus.cpp
ch2000b1	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000c1	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000d1	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000v1	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000b2	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000c2	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000d2	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000v2	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o2	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o3	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o4	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o5	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o6	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o7	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o8	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o9	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o10	ch2000	2000	src/mame/amcoe/sfbonus.cpp
ch2000o11	ch2000	2000	src/mame/amcoe/sfbonus.cpp
pir2001	0	2001	src/mame/amcoe/sfbonus.cpp
pir2001b1	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001d1	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001v1	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001bx	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001dx	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001vx	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001o	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001o2	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2001o3	pir2001	2001	src/mame/amcoe/sfbonus.cpp
pir2002	0	2001	src/mame/amcoe/sfbonus.cpp
pir2002b1	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002d1	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002v1	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002bx	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002dx	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002vx	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002o	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002o2	pir2002	2001	src/mame/amcoe/sfbonus.cpp
pir2002o3	pir2002	2001	src/mame/amcoe/sfbonus.cpp
classice	0	2004	src/mame/amcoe/sfbonus.cpp
classicev	classice	2004	src/mame/amcoe/sfbonus.cpp
classice1	classice	2004	src/mame/amcoe/sfbonus.cpp
classiced1	classice	2004	src/mame/amcoe/sfbonus.cpp
classicev1	classice	2004	src/mame/amcoe/sfbonus.cpp
classice2	classice	2004	src/mame/amcoe/sfbonus.cpp
classiced2	classice	2004	src/mame/amcoe/sfbonus.cpp
classicev2	classice	2004	src/mame/amcoe/sfbonus.cpp
classiceo	classice	2004	src/mame/amcoe/sfbonus.cpp
seawld	0	2005	src/mame/amcoe/sfbonus.cpp
seawldd1	seawld	2005	src/mame/amcoe/sfbonus.cpp
moneymac	0	2005	src/mame/amcoe/sfbonus.cpp
moneymacd1	moneymac	2005	src/mame/amcoe/sfbonus.cpp
moneymacv1	moneymac	2005	src/mame/amcoe/sfbonus.cpp
moneymacd2	moneymac	2005	src/mame/amcoe/sfbonus.cpp
moneymacv2	moneymac	2005	src/mame/amcoe/sfbonus.cpp
moneymaco	moneymac	2005	src/mame/amcoe/sfbonus.cpp
fb5	0	2005	src/mame/amcoe/sfbonus.cpp
fb5c	fb5	2005	src/mame/amcoe/sfbonus.cpp
fb5d	fb5	2005	src/mame/amcoe/sfbonus.cpp
fb5v	fb5	2005	src/mame/amcoe/sfbonus.cpp
funriver	0	2005	src/mame/amcoe/sfbonus.cpp
funriverv	funriver	2005	src/mame/amcoe/sfbonus.cpp
funriverd1	funriver	2005	src/mame/amcoe/sfbonus.cpp
fb6	0	2006	src/mame/amcoe/sfbonus.cpp
fb6v	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6d1	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6s1	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6v1	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6d2	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6s2	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6v2	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6s3	fb6	2006	src/mame/amcoe/sfbonus.cpp
fb6se	0	2006	src/mame/amcoe/sfbonus.cpp
fb6sev	fb6se	2006	src/mame/amcoe/sfbonus.cpp
fb6sed1	fb6se	2006	src/mame/amcoe/sfbonus.cpp
fb6sev1	fb6se	2006	src/mame/amcoe/sfbonus.cpp
fb6sed2	fb6se	2006	src/mame/amcoe/sfbonus.cpp
fb6sev2	fb6se	2006	src/mame/amcoe/sfbonus.cpp
bugfever	0	2006	src/mame/amcoe/sfbonus.cpp
bugfeverv	bugfever	2006	src/mame/amcoe/sfbonus.cpp
bugfeverd	bugfever	2006	src/mame/amcoe/sfbonus.cpp
bugfeverv2	bugfever	2006	src/mame/amcoe/sfbonus.cpp
bugfevero	bugfever	2006	src/mame/amcoe/sfbonus.cpp
dvisland	0	2006	src/mame/amcoe/sfbonus.cpp
dvislando	dvisland	2006	src/mame/amcoe/sfbonus.cpp
atworld	0	2007	src/mame/amcoe/sfbonus.cpp
atworlde1	atworld	2007	src/mame/amcoe/sfbonus.cpp
atworldd1	atworld	2007	src/mame/amcoe/sfbonus.cpp
spooky	0	200?	src/mame/amcoe/sfbonus.cpp
spookyo	spooky	200?	src/mame/amcoe/sfbonus.cpp
fbdeluxe	0	200?	src/mame/amcoe/sfbonus.cpp
fbdeluxeo	fbdeluxe	200?	src/mame/amcoe/sfbonus.cpp
fb3g	0	200?	src/mame/amcoe/sfbonus.cpp
getrich	0	200?	src/mame/amcoe/sfbonus.cpp
mcircus	0	2009	src/mame/amcoe/sfbonus.cpp
version4	0	2006	src/mame/amcoe/sfbonus.cpp
version4v	version4	2006	src/mame/amcoe/sfbonus.cpp
version4d2	version4	2006	src/mame/amcoe/sfbonus.cpp
version4v2	version4	2006	src/mame/amcoe/sfbonus.cpp
version4d3	version4	2006	src/mame/amcoe/sfbonus.cpp
version4v3	version4	2006	src/mame/amcoe/sfbonus.cpp
version4o	version4	2006	src/mame/amcoe/sfbonus.cpp
amclink	0	200?	src/mame/amcoe/sfbonus.cpp
burningr	0	2010	src/mame/amcoe/au1250.cpp
creepyrl	0	2010	src/mame/amcoe/au1250.cpp
lianhp2	0	200?	src/mame/bordun/att.cpp
lianhp3	0	2003	src/mame/bordun/att.cpp
skylncr	0	1995	src/mame/bordun/skylncr.cpp
butrfly	0	1995	src/mame/bordun/skylncr.cpp
butrflya	butrfly	2006	src/mame/bordun/skylncr.cpp
butrflybl	butrfly	1995	src/mame/bordun/skylncr.cpp
mbutrfly	0	1999	src/mame/bordun/skylncr.cpp
madzoo	0	1995	src/mame/bordun/skylncr.cpp
leader	0	1995	src/mame/bordun/skylncr.cpp
leadera	leader	1995	src/mame/bordun/skylncr.cpp
speedway	0	199?	src/mame/bordun/skylncr.cpp
speedwaya	speedway	199?	src/mame/bordun/skylncr.cpp
gallag50	0	199?	src/mame/bordun/skylncr.cpp
neraidou	0	199?	src/mame/bordun/skylncr.cpp
miaction	0	199?	src/mame/bordun/skylncr.cpp
tigerslt	0	199?	src/mame/bordun/skylncr.cpp
sstar97	0	199?	src/mame/bordun/skylncr.cpp
sstar97a	sstar97	199?	src/mame/bordun/skylncr.cpp
sstar97b	sstar97	199?	src/mame/bordun/skylncr.cpp
zuanshi2	sstar97	199?	src/mame/bordun/skylncr.cpp
sstar97jb	sstar97	199?	src/mame/bordun/skylncr.cpp
hongmayi	0	199?	src/mame/bordun/skylncr.cpp
dbsha	0	199?	src/mame/bordun/skylncr.cpp
bdream97	0	1995	src/mame/bordun/skylncr.cpp
olymp	0	2000?	src/mame/bordun/skylncr.cpp
sonikfig	0	2000	src/mame/bordun/skylncr.cpp
spcliner	0	2000	src/mame/bordun/skylncr.cpp
rolla	0	199?	src/mame/bordun/skylncr.cpp
score5	0	2000?	src/mame/bordun/skylncr.cpp
